time,cpu,mem
1574977828.0232425-[36.4, 4.0, 19.2, 87.5, 0.0, 4.0, 8.0, 7.7]-svmem(total=16609853440, available=14073274368, percent=15.3, used=1980674048, free=12378628096, active=2389639168, inactive=1146712064, buffers=154669056, cached=2095882240, shared=264622080, slab=349925376)-
1574977828.2738159-[28.6, 22.6, 46.2, 52.0, 4.0, 0.0, 3.8, 16.7]-svmem(total=16609853440, available=14078251008, percent=15.2, used=1975697408, free=12383596544, active=2385829888, inactive=1146720256, buffers=154669056, cached=2095890432, shared=264622080, slab=349921280)-
1574977828.5246954-[25.0, 7.4, 44.0, 26.9, 8.0, 57.7, 4.2, 8.0]-svmem(total=16609853440, available=14071394304, percent=15.3, used=1982619648, free=12376727552, active=2391482368, inactive=1146654720, buffers=154669056, cached=2095837184, shared=264556544, slab=349921280)-
1574977828.775191-[27.3, 36.0, 48.0, 12.0, 12.0, 16.7, 7.7, 4.0]-svmem(total=16609853440, available=14083268608, percent=15.2, used=1970745344, free=12388610048, active=2378072064, inactive=1146642432, buffers=154669056, cached=2095828992, shared=264556544, slab=349921280)-
1574977829.0256977-[25.9, 16.0, 7.7, 87.5, 12.0, 7.7, 12.0, 0.0]-svmem(total=16609853440, available=14084050944, percent=15.2, used=1969963008, free=12389392384, active=2378690560, inactive=1146642432, buffers=154669056, cached=2095828992, shared=264556544, slab=349921280)-
1574977829.2765698-[25.9, 96.2, 14.8, 7.7, 0.0, 23.1, 8.3, 11.5]-svmem(total=16609853440, available=14075940864, percent=15.3, used=1978073088, free=12381282304, active=2386952192, inactive=1146642432, buffers=154669056, cached=2095828992, shared=264556544, slab=349921280)-
1574977829.5274312-[4.0, 8.0, 7.7, 4.0, 96.2, 12.5, 10.7, 0.0]-svmem(total=16609853440, available=14075715584, percent=15.3, used=1978298368, free=12381057024, active=2386563072, inactive=1146642432, buffers=154669056, cached=2095828992, shared=264556544, slab=349921280)-
1574977829.7780788-[24.1, 7.7, 11.5, 66.7, 32.0, 4.2, 4.0, 12.5]-svmem(total=16609853440, available=14077349888, percent=15.2, used=1976664064, free=12382691328, active=2386300928, inactive=1146642432, buffers=154669056, cached=2095828992, shared=264556544, slab=349921280)-
1574977830.0287094-[8.0, 4.0, 15.4, 25.0, 61.5, 4.2, 4.2, 40.0]-svmem(total=16609853440, available=14072057856, percent=15.3, used=1981956096, free=12377407488, active=2389528576, inactive=1146634240, buffers=154669056, cached=2095820800, shared=264556544, slab=349921280)-
1574977830.2794092-[27.6, 14.8, 4.0, 8.0, 4.0, 7.4, 4.0, 96.3]-svmem(total=16609853440, available=14077747200, percent=15.2, used=1976266752, free=12383084544, active=2383818752, inactive=1146646528, buffers=154669056, cached=2095833088, shared=264556544, slab=350011392)-
1574977830.5301943-[21.4, 32.0, 17.9, 4.0, 0.0, 60.0, 0.0, 29.2]-svmem(total=16609853440, available=14075744256, percent=15.3, used=1978454016, free=12381081600, active=2386853888, inactive=1146707968, buffers=154669056, cached=2095648768, shared=264372224, slab=349995008)-
1574977830.7807307-[28.6, 17.9, 11.5, 19.2, 16.7, 8.0, 0.0, 85.2]-svmem(total=16609853440, available=14083706880, percent=15.2, used=1970491392, free=12389044224, active=2379907072, inactive=1146707968, buffers=154669056, cached=2095648768, shared=264372224, slab=349995008)-
1574977831.0315118-[17.2, 8.3, 80.0, 8.0, 11.5, 3.8, 7.7, 16.0]-svmem(total=16609853440, available=14062968832, percent=15.3, used=1991229440, free=12368306176, active=2401759232, inactive=1146707968, buffers=154669056, cached=2095648768, shared=264372224, slab=349995008)-
1574977831.282088-[25.0, 14.8, 39.1, 7.7, 4.2, 4.2, 11.5, 70.8]-svmem(total=16609853440, available=14071361536, percent=15.3, used=1982799872, free=12376698880, active=2392162304, inactive=1146458112, buffers=154669056, cached=2095685632, shared=264409088, slab=349995008)-
1574977831.5328174-[3.8, 25.8, 7.7, 25.0, 11.1, 8.0, 4.0, 100.0]-svmem(total=16609853440, available=14073032704, percent=15.3, used=1982701568, free=12378370048, active=2389454848, inactive=1144877056, buffers=154669056, cached=2094112768, shared=262836224, slab=349995008)-
1574977831.7834601-[18.5, 4.2, 4.2, 16.0, 26.9, 79.2, 11.5, 8.3]-svmem(total=16609853440, available=14079094784, percent=15.2, used=1976639488, free=12384423936, active=2383945728, inactive=1144885248, buffers=154669056, cached=2094120960, shared=262836224, slab=349954048)-
1574977832.033964-[96.0, 17.9, 8.0, 31.0, 19.2, 8.0, 12.0, 19.2]-svmem(total=16609853440, available=14057365504, percent=15.4, used=1998704640, free=12362686464, active=2406969344, inactive=1144492032, buffers=154677248, cached=2093785088, shared=262500352, slab=349954048)-
1574977832.284796-[57.7, 26.7, 18.5, 7.4, 0.0, 46.2, 7.7, 12.0]-svmem(total=16609853440, available=14058373120, percent=15.4, used=1997737984, free=12363685888, active=2405675008, inactive=1144459264, buffers=154677248, cached=2093752320, shared=262459392, slab=349937664)-
1574977832.53531-[27.3, 45.8, 7.7, 20.8, 12.0, 60.0, 8.0, 8.0]-svmem(total=16609853440, available=14073249792, percent=15.3, used=1982910464, free=12378570752, active=2390093824, inactive=1144451072, buffers=154677248, cached=2093694976, shared=262410240, slab=349937664)-
1574977832.7861056-[17.9, 57.7, 11.5, 50.0, 12.5, 15.4, 7.7, 4.0]-svmem(total=16609853440, available=14068527104, percent=15.3, used=1987633152, free=12373848064, active=2396033024, inactive=1144451072, buffers=154677248, cached=2093694976, shared=262410240, slab=349929472)-
1574977833.0369196-[30.3, 36.0, 16.7, 75.0, 8.0, 28.0, 8.3, 8.0]-svmem(total=16609853440, available=14063177728, percent=15.3, used=1992982528, free=12368494592, active=2399698944, inactive=1144455168, buffers=154677248, cached=2093699072, shared=262410240, slab=349929472)-
1574977833.2880282-[7.7, 100.0, 14.8, 7.4, 4.0, 15.4, 7.7, 12.0]-svmem(total=16609853440, available=14058119168, percent=15.4, used=1999675392, free=12363436032, active=2405859328, inactive=1143308288, buffers=154677248, cached=2092064768, shared=260775936, slab=349933568)-
1574977833.5387852-[11.1, 12.0, 14.3, 87.5, 0.0, 4.0, 4.2, 16.0]-svmem(total=16609853440, available=14059732992, percent=15.4, used=1998106624, free=12365041664, active=2405769216, inactive=1143189504, buffers=154677248, cached=2092027904, shared=260730880, slab=349933568)-
1574977833.7894382-[20.0, 63.0, 8.0, 30.8, 15.4, 8.0, 25.0, 0.0]-svmem(total=16609853440, available=14077566976, percent=15.2, used=1980272640, free=12382867456, active=2388230144, inactive=1143197696, buffers=154677248, cached=2092036096, shared=260730880, slab=349933568)-
1574977834.0400043-[24.2, 0.0, 3.8, 16.7, 4.2, 4.0, 53.8, 48.0]-svmem(total=16609853440, available=14076063744, percent=15.3, used=1981775872, free=12381360128, active=2390179840, inactive=1143201792, buffers=154677248, cached=2092040192, shared=260730880, slab=349933568)-
1574977834.2905958-[20.0, 53.8, 8.0, 18.5, 4.2, 12.5, 8.0, 48.0]-svmem(total=16609853440, available=14070489088, percent=15.3, used=1987350528, free=12375801856, active=2396712960, inactive=1143185408, buffers=154677248, cached=2092023808, shared=260730880, slab=349937664)-
1574977834.5411682-[20.7, 52.0, 11.5, 15.4, 54.2, 3.8, 7.7, 0.0]-svmem(total=16609853440, available=14066425856, percent=15.3, used=1992314880, free=12371738624, active=2402754560, inactive=1142312960, buffers=154677248, cached=2091122688, shared=259829760, slab=349937664)-
1574977834.7918015-[17.9, 11.1, 25.0, 18.5, 34.6, 8.0, 72.0, 7.7]-svmem(total=16609853440, available=14059454464, percent=15.4, used=1999286272, free=12364767232, active=2409152512, inactive=1142312960, buffers=154677248, cached=2091122688, shared=259829760, slab=349937664)-
1574977835.042336-[21.4, 11.1, 0.0, 12.5, 0.0, 7.7, 96.0, 0.0]-svmem(total=16609853440, available=14080589824, percent=15.2, used=1978150912, free=12385902592, active=2385256448, inactive=1142312960, buffers=154677248, cached=2091122688, shared=259829760, slab=349937664)-
1574977835.2928545-[14.3, 12.5, 7.7, 8.3, 4.0, 4.0, 91.7, 8.3]-svmem(total=16609853440, available=14078951424, percent=15.2, used=1979789312, free=12384264192, active=2388385792, inactive=1142312960, buffers=154677248, cached=2091122688, shared=259829760, slab=349937664)-
1574977835.5434046-[19.4, 7.7, 4.0, 8.0, 12.0, 4.0, 46.2, 54.2]-svmem(total=16609853440, available=14070308864, percent=15.3, used=1988698112, free=12375621632, active=2397089792, inactive=1142312960, buffers=154677248, cached=2090856448, shared=259563520, slab=349929472)-
1574977835.7940679-[11.1, 4.0, 79.2, 4.0, 20.8, 15.4, 24.0, 11.1]-svmem(total=16609853440, available=14068289536, percent=15.3, used=1990717440, free=12373602304, active=2397093888, inactive=1142312960, buffers=154677248, cached=2090856448, shared=259563520, slab=349929472)-
1574977836.0447314-[4.2, 7.7, 16.0, 7.4, 84.6, 4.0, 8.3, 16.0]-svmem(total=16609853440, available=14063579136, percent=15.3, used=1994903552, free=12368891904, active=2402058240, inactive=1142312960, buffers=154677248, cached=2091380736, shared=260087808, slab=349929472)-
1574977836.2952223-[3.8, 4.0, 26.9, 0.0, 72.0, 0.0, 8.0, 11.5]-svmem(total=16609853440, available=14060265472, percent=15.3, used=1998745600, free=12365574144, active=2404753408, inactive=1141850112, buffers=154677248, cached=2090856448, shared=259559424, slab=349929472)-
1574977836.5459194-[25.8, 14.8, 79.2, 4.0, 4.0, 4.0, 32.0, 16.0]-svmem(total=16609853440, available=14076076032, percent=15.3, used=1982935040, free=12381384704, active=2391842816, inactive=1141850112, buffers=154677248, cached=2090856448, shared=259559424, slab=349929472)-
1574977836.7964187-[11.1, 34.6, 12.0, 4.0, 20.0, 4.0, 68.0, 11.5]-svmem(total=16609853440, available=14072537088, percent=15.3, used=1986473984, free=12377845760, active=2393083904, inactive=1141850112, buffers=154677248, cached=2090856448, shared=259559424, slab=349929472)-
1574977837.0471177-[58.6, 52.0, 18.5, 7.4, 20.0, 4.2, 7.7, 4.0]-svmem(total=16609853440, available=14070804480, percent=15.3, used=1988206592, free=12376113152, active=2395783168, inactive=1141850112, buffers=154677248, cached=2090856448, shared=259559424, slab=349929472)-
1574977837.297702-[55.6, 7.7, 18.5, 0.0, 4.0, 7.7, 50.0, 16.0]-svmem(total=16609853440, available=14066700288, percent=15.3, used=1992310784, free=12372000768, active=2400915456, inactive=1141850112, buffers=154685440, cached=2090856448, shared=259559424, slab=349929472)-
1574977837.548329-[20.0, 22.2, 0.0, 0.0, 4.0, 4.0, 96.2, 7.7]-svmem(total=16609853440, available=14065659904, percent=15.3, used=1993875456, free=12370952192, active=2402476032, inactive=1141850112, buffers=154685440, cached=2090340352, shared=259035136, slab=349929472)-
1574977837.799079-[14.3, 8.0, 25.0, 96.0, 12.0, 4.2, 4.0, 4.0]-svmem(total=16609853440, available=14059540480, percent=15.4, used=1999994880, free=12364832768, active=2408394752, inactive=1141850112, buffers=154685440, cached=2090340352, shared=259035136, slab=349929472)-
1574977838.0498295-[64.3, 11.5, 4.2, 32.0, 8.3, 8.0, 4.2, 0.0]-svmem(total=16609853440, available=14086688768, percent=15.2, used=1971961856, free=12391972864, active=2380267520, inactive=1142620160, buffers=154685440, cached=2091233280, shared=259919872, slab=349929472)-
1574977838.300338-[17.9, 20.0, 12.0, 95.8, 8.0, 0.0, 15.4, 16.0]-svmem(total=16609853440, available=14082453504, percent=15.2, used=1976197120, free=12387745792, active=2384855040, inactive=1142611968, buffers=154685440, cached=2091225088, shared=259919872, slab=349929472)-
1574977838.550891-[17.2, 40.0, 18.5, 11.5, 8.0, 24.0, 65.4, 0.0]-svmem(total=16609853440, available=14069772288, percent=15.3, used=1987207168, free=12375056384, active=2394116096, inactive=1144217600, buffers=154685440, cached=2092904448, shared=261591040, slab=349929472)-
1574977838.801547-[7.7, 100.0, 14.3, 14.3, 15.4, 12.5, 4.0, 7.7]-svmem(total=16609853440, available=14063779840, percent=15.3, used=1993199616, free=12369059840, active=2401488896, inactive=1144221696, buffers=154685440, cached=2092908544, shared=261591040, slab=349929472)-
1574977839.0521584-[29.4, 48.3, 23.1, 8.0, 12.5, 23.1, 8.0, 60.0]-svmem(total=16609853440, available=14056009728, percent=15.4, used=1999724544, free=12361289728, active=2408714240, inactive=1145270272, buffers=154685440, cached=2094153728, shared=262836224, slab=349937664)-
1574977839.302751-[17.9, 76.0, 15.4, 4.0, 4.0, 12.0, 0.0, 36.0]-svmem(total=16609853440, available=14073085952, percent=15.3, used=1982443520, free=12378234880, active=2392379392, inactive=1145446400, buffers=154685440, cached=2094489600, shared=263041024, slab=349933568)-
1574977839.5535398-[14.8, 50.0, 65.4, 18.5, 11.5, 7.7, 4.0, 16.0]-svmem(total=16609853440, available=14065446912, percent=15.3, used=1989672960, free=12370604032, active=2397491200, inactive=1145696256, buffers=154685440, cached=2094891008, shared=263450624, slab=349933568)-
1574977839.8041782-[19.2, 20.0, 24.0, 25.0, 76.9, 8.0, 4.0, 4.0]-svmem(total=16609853440, available=14060376064, percent=15.3, used=1994743808, free=12365533184, active=2403254272, inactive=1145696256, buffers=154685440, cached=2094891008, shared=263450624, slab=349933568)-
1574977840.054699-[8.0, 11.1, 12.0, 16.7, 96.0, 10.7, 4.2, 7.7]-svmem(total=16609853440, available=14056239104, percent=15.4, used=1998880768, free=12361404416, active=2407923712, inactive=1145688064, buffers=154685440, cached=2094882816, shared=263450624, slab=349933568)-
1574977840.305403-[0.0, 4.2, 64.0, 24.0, 48.0, 0.0, 8.0, 0.0]-svmem(total=16609853440, available=14070431744, percent=15.3, used=1984688128, free=12375580672, active=2393116672, inactive=1145700352, buffers=154685440, cached=2094899200, shared=263450624, slab=349949952)-
1574977840.5559058-[24.2, 0.0, 96.2, 18.5, 4.0, 0.0, 7.7, 7.7]-svmem(total=16609853440, available=14081363968, percent=15.2, used=1973755904, free=12386521088, active=2380632064, inactive=1145688064, buffers=154685440, cached=2094891008, shared=263450624, slab=349949952)-
1574977840.8064182-[27.3, 7.7, 80.0, 16.7, 16.0, 20.0, 4.2, 4.0]-svmem(total=16609853440, available=14064599040, percent=15.3, used=1990520832, free=12369764352, active=2398093312, inactive=1145679872, buffers=154685440, cached=2094882816, shared=263450624, slab=349949952)-
1574977841.0570004-[21.4, 21.4, 8.3, 34.6, 12.0, 66.7, 18.5, 37.5]-svmem(total=16609853440, available=14060875776, percent=15.3, used=1994244096, free=12366024704, active=2399600640, inactive=1145696256, buffers=154685440, cached=2094899200, shared=263450624, slab=349962240)-
1574977841.3075254-[20.7, 12.0, 0.0, 0.0, 19.2, 16.0, 8.3, 87.5]-svmem(total=16609853440, available=14062551040, percent=15.3, used=1992568832, free=12367699968, active=2400337920, inactive=1145696256, buffers=154685440, cached=2094899200, shared=263450624, slab=349954048)-
1574977841.5582662-[14.3, 11.1, 32.0, 8.0, 11.1, 80.0, 29.2, 7.4]-svmem(total=16609853440, available=14076731392, percent=15.3, used=1979273216, free=12381872128, active=2387251200, inactive=1144844288, buffers=154685440, cached=2094022656, shared=262565888, slab=349954048)-
1574977841.8093603-[20.0, 3.8, 42.3, 57.7, 4.0, 4.0, 8.0, 4.0]-svmem(total=16609853440, available=14072922112, percent=15.3, used=1983082496, free=12378058752, active=2390904832, inactive=1144848384, buffers=154685440, cached=2094026752, shared=262565888, slab=349945856)-
1574977842.0598695-[29.6, 11.1, 20.0, 28.0, 8.0, 58.3, 12.0, 4.2]-svmem(total=16609853440, available=14069624832, percent=15.3, used=1986379776, free=12374769664, active=2394300416, inactive=1144840192, buffers=154685440, cached=2094018560, shared=262565888, slab=349937664)-
1574977842.3108568-[8.0, 7.7, 58.3, 7.7, 4.0, 44.0, 24.0, 11.1]-svmem(total=16609853440, available=14067638272, percent=15.3, used=1988595712, free=12372774912, active=2395729920, inactive=1144655872, buffers=154693632, cached=2093789184, shared=262336512, slab=349937664)-
1574977842.5614817-[33.3, 14.3, 65.4, 15.4, 4.0, 36.0, 24.0, 8.0]-svmem(total=16609853440, available=14065414144, percent=15.3, used=1990033408, free=12370558976, active=2396618752, inactive=1145335808, buffers=154693632, cached=2094567424, shared=263122944, slab=349933568)-
1574977842.8121035-[17.9, 11.1, 32.0, 3.8, 25.9, 7.7, 72.0, 16.0]-svmem(total=16609853440, available=14062211072, percent=15.3, used=1993236480, free=12367347712, active=2401701888, inactive=1145344000, buffers=154693632, cached=2094575616, shared=263122944, slab=349925376)-
1574977843.0626009-[16.0, 15.4, 11.5, 12.0, 68.0, 8.0, 30.8, 16.0]-svmem(total=16609853440, available=14067851264, percent=15.3, used=1987596288, free=12372987904, active=2395021312, inactive=1145344000, buffers=154693632, cached=2094575616, shared=263122944, slab=349925376)-
1574977843.3134487-[20.0, 96.2, 14.8, 4.0, 19.2, 16.0, 8.0, 7.7]-svmem(total=16609853440, available=14081941504, percent=15.2, used=1973506048, free=12387078144, active=2383794176, inactive=1145344000, buffers=154693632, cached=2094575616, shared=263122944, slab=349949952)-
