time,cpu,mem
1574977861.8670766-[96.2, 41.4, 14.3, 8.0, 19.2, 8.0, 4.0, 7.7]-svmem(total=16609853440, available=14094704640, percent=15.1, used=1960054784, free=12399345664, active=2370260992, inactive=1146421248, buffers=154726400, cached=2095726592, shared=263811072, slab=349954048)-
1574977862.117612-[83.3, 33.3, 17.9, 20.0, 12.0, 4.0, 8.0, 11.5]-svmem(total=16609853440, available=14095515648, percent=15.1, used=1959243776, free=12400164864, active=2368954368, inactive=1146413056, buffers=154726400, cached=2095718400, shared=263811072, slab=349954048)-
1574977862.368115-[11.5, 7.4, 12.0, 92.0, 15.4, 4.0, 4.0, 32.0]-svmem(total=16609853440, available=14104104960, percent=15.1, used=1952747520, free=12408733696, active=2362142720, inactive=1144721408, buffers=154726400, cached=2093645824, shared=261718016, slab=349958144)-
1574977862.6186943-[46.4, 20.7, 7.7, 7.7, 20.0, 0.0, 4.0, 54.2]-svmem(total=16609853440, available=14097297408, percent=15.1, used=1959555072, free=12401917952, active=2368081920, inactive=1144729600, buffers=154726400, cached=2093654016, shared=261718016, slab=349958144)-
1574977862.86938-[48.0, 14.3, 57.7, 18.5, 16.7, 20.0, 0.0, 8.0]-svmem(total=16609853440, available=14086795264, percent=15.2, used=1969532928, free=12391424000, active=2377297920, inactive=1145196544, buffers=154726400, cached=2094170112, shared=262242304, slab=349958144)-
1574977863.1200743-[27.3, 4.0, 96.0, 11.1, 4.0, 19.2, 4.0, 4.0]-svmem(total=16609853440, available=14091137024, percent=15.2, used=1965445120, free=12395773952, active=2370412544, inactive=1144934400, buffers=154726400, cached=2093907968, shared=261988352, slab=349958144)-
1574977863.370653-[22.2, 11.1, 4.2, 88.0, 16.0, 16.7, 7.7, 4.0]-svmem(total=16609853440, available=14099988480, percent=15.1, used=1956540416, free=12404617216, active=2364227584, inactive=1144848384, buffers=154734592, cached=2093961216, shared=262033408, slab=349958144)-
1574977863.6211822-[34.6, 21.4, 4.0, 61.5, 30.8, 8.0, 4.2, 12.5]-svmem(total=16609853440, available=14088753152, percent=15.2, used=1967783936, free=12393373696, active=2376728576, inactive=1144848384, buffers=154734592, cached=2093961216, shared=262033408, slab=349958144)-
1574977863.8719013-[37.9, 100.0, 12.0, 25.0, 20.8, 8.0, 11.5, 18.5]-svmem(total=16609853440, available=14074339328, percent=15.3, used=1982197760, free=12378959872, active=2390405120, inactive=1144848384, buffers=154734592, cached=2093961216, shared=262033408, slab=349958144)-
1574977864.1224122-[33.3, 84.6, 14.3, 19.2, 0.0, 16.0, 0.0, 0.0]-svmem(total=16609853440, available=14082150400, percent=15.2, used=1974386688, free=12386779136, active=2381873152, inactive=1144836096, buffers=154734592, cached=2093953024, shared=262033408, slab=349995008)-
1574977864.372993-[39.4, 7.7, 0.0, 96.0, 4.0, 7.7, 11.1, 11.5]-svmem(total=16609853440, available=14073417728, percent=15.3, used=1983119360, free=12377903104, active=2389884928, inactive=1144975360, buffers=154734592, cached=2094096384, shared=262033408, slab=349995008)-
1574977864.623483-[34.5, 7.7, 0.0, 100.0, 12.5, 4.2, 7.7, 14.8]-svmem(total=16609853440, available=14093922304, percent=15.1, used=1962614784, free=12398407680, active=2369466368, inactive=1144975360, buffers=154734592, cached=2094096384, shared=262033408, slab=349995008)-
1574977864.874058-[27.3, 23.1, 12.0, 92.3, 18.5, 19.2, 0.0, 4.0]-svmem(total=16609853440, available=14095462400, percent=15.1, used=1961074688, free=12399955968, active=2369167360, inactive=1144967168, buffers=154734592, cached=2094088192, shared=262033408, slab=349995008)-
1574977865.124619-[7.7, 96.0, 0.0, 0.0, 20.0, 0.0, 0.0, 11.5]-svmem(total=16609853440, available=14089760768, percent=15.2, used=1966776320, free=12394237952, active=2374709248, inactive=1144983552, buffers=154734592, cached=2094104576, shared=262033408, slab=350003200)-
1574977865.3753567-[36.4, 11.1, 4.0, 53.8, 12.0, 17.4, 8.0, 41.7]-svmem(total=16609853440, available=14084304896, percent=15.2, used=1972232192, free=12388782080, active=2380009472, inactive=1144983552, buffers=154734592, cached=2094104576, shared=262033408, slab=350007296)-
1574977865.625861-[76.0, 33.3, 24.0, 0.0, 7.7, 8.0, 20.8, 0.0]-svmem(total=16609853440, available=14095810560, percent=15.1, used=1961660416, free=12400287744, active=2369552384, inactive=1144102912, buffers=154734592, cached=2093170688, shared=261099520, slab=350015488)-
1574977865.8763938-[25.0, 4.3, 80.0, 12.5, 8.0, 30.8, 24.0, 8.0]-svmem(total=16609853440, available=14090076160, percent=15.2, used=1967394816, free=12394553344, active=2376179712, inactive=1144102912, buffers=154734592, cached=2093170688, shared=261099520, slab=350015488)-
1574977866.1270783-[16.7, 7.7, 12.0, 15.4, 0.0, 100.0, 4.0, 4.0]-svmem(total=16609853440, available=14081093632, percent=15.2, used=1976377344, free=12385579008, active=2385895424, inactive=1144094720, buffers=154734592, cached=2093162496, shared=261099520, slab=350015488)-
1574977866.3777485-[73.1, 17.2, 8.0, 0.0, 24.0, 29.2, 4.0, 4.0]-svmem(total=16609853440, available=14079836160, percent=15.2, used=1978753024, free=12384313344, active=2386092032, inactive=1143201792, buffers=154734592, cached=2092052480, shared=259981312, slab=350007296)-
1574977866.628556-[14.3, 7.7, 84.0, 8.3, 11.5, 4.0, 0.0, 7.7]-svmem(total=16609853440, available=14086414336, percent=15.2, used=1971916800, free=12390891520, active=2378215424, inactive=1143410688, buffers=154734592, cached=2092310528, shared=260239360, slab=350007296)-
1574977866.8791156-[14.3, 20.8, 7.7, 100.0, 16.7, 4.0, 4.0, 4.2]-svmem(total=16609853440, available=14091390976, percent=15.2, used=1966940160, free=12395868160, active=2373263360, inactive=1143410688, buffers=154734592, cached=2092310528, shared=260239360, slab=350007296)-
1574977867.1297314-[20.0, 0.0, 0.0, 52.0, 25.9, 48.0, 4.2, 4.0]-svmem(total=16609853440, available=14091350016, percent=15.2, used=1966931968, free=12395835392, active=2373021696, inactive=1143402496, buffers=154734592, cached=2092351488, shared=260288512, slab=350011392)-
1574977867.3803444-[14.8, 12.0, 11.5, 58.3, 15.4, 46.2, 11.1, 11.5]-svmem(total=16609853440, available=14085316608, percent=15.2, used=1973161984, free=12389781504, active=2379862016, inactive=1143263232, buffers=154734592, cached=2092175360, shared=260091904, slab=350023680)-
1574977867.6308527-[29.0, 8.0, 18.5, 91.7, 8.3, 7.7, 4.0, 8.0]-svmem(total=16609853440, available=14093656064, percent=15.1, used=1964822528, free=12398112768, active=2371727360, inactive=1143263232, buffers=154734592, cached=2092183552, shared=260091904, slab=350023680)-
1574977867.881616-[14.3, 22.2, 8.0, 100.0, 20.0, 8.0, 0.0, 8.0]-svmem(total=16609853440, available=14085816320, percent=15.2, used=1972137984, free=12390273024, active=2380136448, inactive=1143709696, buffers=154734592, cached=2092707840, shared=260616192, slab=350023680)-
1574977868.132121-[17.2, 21.4, 7.4, 96.2, 0.0, 12.0, 8.0, 4.0]-svmem(total=16609853440, available=14080241664, percent=15.2, used=1977712640, free=12384706560, active=2385092608, inactive=1143701504, buffers=154734592, cached=2092699648, shared=260616192, slab=350023680)-
1574977868.3826456-[24.1, 15.4, 0.0, 100.0, 0.0, 4.0, 0.0, 12.5]-svmem(total=16609853440, available=14071451648, percent=15.3, used=1986502656, free=12375916544, active=2391994368, inactive=1143693312, buffers=154742784, cached=2092691456, shared=260616192, slab=350031872)-
1574977868.6332037-[25.8, 52.0, 16.0, 52.0, 4.2, 12.0, 4.0, 11.5]-svmem(total=16609853440, available=14090993664, percent=15.2, used=1966764032, free=12395442176, active=2374848512, inactive=1143894016, buffers=154742784, cached=2092904448, shared=260812800, slab=350027776)-
1574977868.8837094-[53.8, 64.0, 25.0, 17.2, 11.5, 4.0, 7.7, 16.7]-svmem(total=16609853440, available=14086447104, percent=15.2, used=1971310592, free=12390903808, active=2378932224, inactive=1143885824, buffers=154742784, cached=2092896256, shared=260812800, slab=350027776)-
1574977869.1343498-[45.8, 20.0, 22.2, 0.0, 12.5, 7.7, 12.0, 56.0]-svmem(total=16609853440, available=14076559360, percent=15.3, used=1981198336, free=12381016064, active=2388742144, inactive=1143853056, buffers=154742784, cached=2092896256, shared=260812800, slab=350019584)-
1574977869.385201-[17.2, 8.0, 23.1, 8.0, 16.0, 4.0, 50.0, 45.8]-svmem(total=16609853440, available=14070157312, percent=15.3, used=1987600384, free=12374614016, active=2396102656, inactive=1143853056, buffers=154742784, cached=2092896256, shared=260812800, slab=350019584)-
1574977869.6357913-[22.6, 8.0, 20.8, 16.0, 8.0, 0.0, 57.7, 42.3]-svmem(total=16609853440, available=14092992512, percent=15.2, used=1964765184, free=12397449216, active=2373464064, inactive=1143853056, buffers=154742784, cached=2092896256, shared=260812800, slab=350023680)-
1574977869.8863592-[50.0, 15.4, 14.8, 14.8, 28.0, 4.0, 4.0, 57.7]-svmem(total=16609853440, available=14085754880, percent=15.2, used=1971920896, free=12390211584, active=2381533184, inactive=1143910400, buffers=154742784, cached=2092978176, shared=260894720, slab=350023680)-
1574977870.137069-[26.9, 24.2, 4.0, 14.8, 7.4, 16.0, 4.0, 79.2]-svmem(total=16609853440, available=14084481024, percent=15.2, used=1973190656, free=12388945920, active=2382962688, inactive=1143902208, buffers=154742784, cached=2092974080, shared=260894720, slab=350015488)-
1574977870.387677-[24.1, 27.6, 4.2, 58.3, 7.7, 0.0, 12.5, 40.0]-svmem(total=16609853440, available=14077263872, percent=15.2, used=1981255680, free=12381716480, active=2389987328, inactive=1143267328, buffers=154742784, cached=2092138496, shared=260050944, slab=350011392)-
1574977870.638386-[60.0, 27.6, 24.0, 18.5, 8.0, 7.7, 32.0, 4.0]-svmem(total=16609853440, available=14076059648, percent=15.3, used=1982459904, free=12380508160, active=2390298624, inactive=1143271424, buffers=154742784, cached=2092142592, shared=260050944, slab=350011392)-
1574977870.88917-[30.8, 20.0, 14.8, 11.5, 8.0, 8.3, 96.0, 12.0]-svmem(total=16609853440, available=14071398400, percent=15.3, used=1987121152, free=12375838720, active=2394869760, inactive=1143275520, buffers=154742784, cached=2092150784, shared=260050944, slab=350011392)-
1574977871.1397471-[7.7, 7.7, 32.0, 16.7, 69.2, 7.7, 20.0, 7.7]-svmem(total=16609853440, available=14093803520, percent=15.1, used=1964183552, free=12398252032, active=2371997696, inactive=1143799808, buffers=154742784, cached=2092675072, shared=260583424, slab=350011392)-
1574977871.3902452-[17.2, 0.0, 68.0, 15.4, 0.0, 36.0, 7.7, 16.0]-svmem(total=16609853440, available=14087217152, percent=15.2, used=1970581504, free=12391665664, active=2379206656, inactive=1143926784, buffers=154742784, cached=2092863488, shared=260771840, slab=350011392)-
1574977871.6410146-[20.7, 7.7, 4.0, 0.0, 0.0, 96.2, 0.0, 29.6]-svmem(total=16609853440, available=14083997696, percent=15.2, used=1973800960, free=12388446208, active=2382528512, inactive=1143926784, buffers=154759168, cached=2092847104, shared=260771840, slab=350015488)-
1574977871.8918052-[16.7, 64.0, 14.3, 8.0, 7.7, 50.0, 12.0, 8.0]-svmem(total=16609853440, available=14078439424, percent=15.2, used=1979359232, free=12382879744, active=2389602304, inactive=1143926784, buffers=154767360, cached=2092847104, shared=260771840, slab=350015488)-
1574977872.1423714-[37.5, 59.3, 7.7, 8.7, 4.0, 0.0, 24.0, 19.2]-svmem(total=16609853440, available=14071263232, percent=15.3, used=1986535424, free=12375711744, active=2395521024, inactive=1143918592, buffers=154767360, cached=2092838912, shared=260771840, slab=350015488)-
1574977872.3930354-[37.5, 7.7, 7.7, 7.7, 0.0, 14.3, 0.0, 96.0]-svmem(total=16609853440, available=14071513088, percent=15.3, used=1986367488, free=12375945216, active=2395602944, inactive=1143861248, buffers=154767360, cached=2092773376, shared=260689920, slab=350052352)-
1574977872.6435115-[17.2, 19.2, 16.0, 11.1, 16.0, 20.0, 80.0, 16.0]-svmem(total=16609853440, available=14100983808, percent=15.1, used=1956470784, free=12405407744, active=2365448192, inactive=1144238080, buffers=154767360, cached=2093207552, shared=261115904, slab=350052352)-
1574977872.8942523-[20.0, 17.2, 96.2, 16.0, 4.0, 8.0, 30.8, 8.0]-svmem(total=16609853440, available=14093320192, percent=15.2, used=1964134400, free=12397740032, active=2372001792, inactive=1144242176, buffers=154767360, cached=2093211648, shared=261115904, slab=350052352)-
1574977873.1450107-[33.3, 11.1, 68.0, 7.4, 4.0, 12.0, 4.0, 36.0]-svmem(total=16609853440, available=14087565312, percent=15.2, used=1969889280, free=12391993344, active=2378563584, inactive=1144233984, buffers=154767360, cached=2093203456, shared=261115904, slab=350052352)-
1574977873.3956192-[36.7, 17.9, 7.7, 4.0, 4.0, 7.7, 4.0, 96.0]-svmem(total=16609853440, available=14084046848, percent=15.2, used=1973522432, free=12388474880, active=2382024704, inactive=1144143872, buffers=154767360, cached=2093088768, shared=261001216, slab=350052352)-
1574977873.646309-[23.3, 21.4, 4.0, 0.0, 8.0, 16.7, 8.0, 96.2]-svmem(total=16609853440, available=14077386752, percent=15.2, used=1980182528, free=12381806592, active=2387947520, inactive=1144143872, buffers=154767360, cached=2093096960, shared=261001216, slab=350052352)-
1574977873.8968709-[20.0, 0.0, 0.0, 4.0, 20.0, 7.7, 0.0, 83.3]-svmem(total=16609853440, available=14085222400, percent=15.2, used=1972346880, free=12389650432, active=2380140544, inactive=1144135680, buffers=154767360, cached=2093088768, shared=261001216, slab=350052352)-
1574977874.1474016-[17.9, 17.2, 8.0, 4.0, 60.0, 19.2, 42.3, 12.5]-svmem(total=16609853440, available=14079836160, percent=15.2, used=1977733120, free=12384247808, active=2385330176, inactive=1144152064, buffers=154767360, cached=2093105152, shared=261001216, slab=350056448)-
1574977874.398132-[27.3, 12.5, 16.0, 11.5, 7.7, 16.0, 60.0, 42.3]-svmem(total=16609853440, available=14072844288, percent=15.3, used=1984729088, free=12377255936, active=2393325568, inactive=1144172544, buffers=154767360, cached=2093101056, shared=260997120, slab=350056448)-
1574977874.6487107-[11.1, 7.4, 14.3, 16.0, 11.5, 20.8, 16.7, 96.0]-svmem(total=16609853440, available=14089392128, percent=15.2, used=1968226304, free=12393803776, active=2376019968, inactive=1144147968, buffers=154767360, cached=2093056000, shared=260952064, slab=350060544)-
1574977874.8993685-[20.0, 76.0, 17.2, 11.1, 11.1, 11.5, 14.8, 32.0]-svmem(total=16609853440, available=14089732096, percent=15.2, used=1967886336, free=12394135552, active=2375147520, inactive=1144156160, buffers=154767360, cached=2093064192, shared=260952064, slab=350060544)-
1574977875.1500695-[17.2, 35.7, 72.0, 4.2, 4.0, 4.2, 12.5, 16.7]-svmem(total=16609853440, available=14083932160, percent=15.2, used=1973686272, free=12388343808, active=2381828096, inactive=1144147968, buffers=154767360, cached=2093056000, shared=260952064, slab=350060544)-
1574977875.4007547-[23.3, 22.2, 22.2, 84.6, 0.0, 7.7, 16.0, 20.8]-svmem(total=16609853440, available=14088368128, percent=15.2, used=1969250304, free=12392775680, active=2378211328, inactive=1144152064, buffers=154767360, cached=2093060096, shared=260952064, slab=350060544)-
1574977875.6513455-[40.0, 72.0, 8.0, 14.3, 11.5, 12.5, 26.9, 11.5]-svmem(total=16609853440, available=14072635392, percent=15.3, used=1984983040, free=12377042944, active=2392895488, inactive=1144152064, buffers=154767360, cached=2093060096, shared=260952064, slab=350060544)-
1574977875.9021585-[96.0, 22.6, 0.0, 4.0, 8.0, 4.0, 0.0, 16.0]-svmem(total=16609853440, available=14070112256, percent=15.3, used=1987506176, free=12374519808, active=2396647424, inactive=1144152064, buffers=154767360, cached=2093060096, shared=260952064, slab=350060544)-
1574977876.1527762-[44.4, 20.0, 7.7, 4.0, 18.5, 16.0, 4.2, 80.8]-svmem(total=16609853440, available=14067089408, percent=15.3, used=1988694016, free=12371496960, active=2396692480, inactive=1145720832, buffers=154767360, cached=2094895104, shared=262787072, slab=350060544)-
1574977876.4035375-[26.7, 4.0, 29.2, 11.5, 8.3, 56.0, 16.0, 16.0]-svmem(total=16609853440, available=14090047488, percent=15.2, used=1965735936, free=12394450944, active=2372628480, inactive=1145720832, buffers=154767360, cached=2094899200, shared=262787072, slab=350060544)-
1574977876.6541135-[32.4, 11.1, 40.0, 13.0, 0.0, 4.0, 12.0, 57.7]-svmem(total=16609853440, available=14086955008, percent=15.2, used=1968828416, free=12391366656, active=2376581120, inactive=1145712640, buffers=154767360, cached=2094891008, shared=262787072, slab=350060544)-
1574977876.90468-[22.2, 4.2, 11.5, 19.2, 80.0, 12.0, 19.2, 24.0]-svmem(total=16609853440, available=14090801152, percent=15.2, used=1964978176, free=12395200512, active=2371366912, inactive=1145720832, buffers=154775552, cached=2094899200, shared=262787072, slab=350060544)-
1574977877.155362-[11.1, 3.8, 25.0, 4.0, 80.8, 16.0, 8.0, 0.0]-svmem(total=16609853440, available=14084059136, percent=15.2, used=1971724288, free=12388458496, active=2380570624, inactive=1145712640, buffers=154775552, cached=2094895104, shared=262787072, slab=350064640)-
1574977877.4060738-[31.0, 14.8, 95.7, 8.0, 0.0, 12.5, 8.3, 4.0]-svmem(total=16609853440, available=14075752448, percent=15.3, used=1980030976, free=12380143616, active=2388774912, inactive=1145720832, buffers=154775552, cached=2094903296, shared=262787072, slab=350064640)-
1574977877.6567996-[41.9, 8.3, 26.9, 100.0, 8.3, 11.5, 12.0, 8.0]-svmem(total=16609853440, available=14091804672, percent=15.2, used=1963978752, free=12396191744, active=2371506176, inactive=1145724928, buffers=154775552, cached=2094907392, shared=262787072, slab=350064640)-
1574977877.9074836-[16.0, 14.3, 11.5, 19.2, 4.0, 0.0, 80.8, 0.0]-svmem(total=16609853440, available=14088974336, percent=15.2, used=1966809088, free=12393353216, active=2374692864, inactive=1145733120, buffers=154775552, cached=2094915584, shared=262787072, slab=350064640)-
1574977878.158238-[21.4, 15.4, 7.7, 4.0, 4.0, 7.7, 100.0, 11.1]-svmem(total=16609853440, available=14082387968, percent=15.2, used=1973395456, free=12386643968, active=2382364672, inactive=1145856000, buffers=154775552, cached=2095038464, shared=262787072, slab=350064640)-
1574977878.4089832-[15.4, 11.5, 0.0, 4.0, 4.0, 3.8, 100.0, 0.0]-svmem(total=16609853440, available=14075420672, percent=15.3, used=1980362752, free=12379676672, active=2389471232, inactive=1145856000, buffers=154775552, cached=2095038464, shared=262787072, slab=350064640)-
1574977878.6596117-[63.0, 23.1, 0.0, 8.0, 4.0, 7.7, 40.0, 7.7]-svmem(total=16609853440, available=14075273216, percent=15.3, used=1982459904, free=12379529216, active=2390089728, inactive=1144119296, buffers=154775552, cached=2093088768, shared=260837376, slab=350064640)-
1574977878.9101105-[12.5, 14.3, 4.0, 69.2, 16.0, 3.8, 11.5, 4.0]-svmem(total=16609853440, available=14081585152, percent=15.2, used=1976147968, free=12385841152, active=2382733312, inactive=1144119296, buffers=154775552, cached=2093088768, shared=260837376, slab=350064640)-
1574977879.1609144-[17.2, 4.0, 4.2, 57.7, 46.2, 0.0, 16.7, 3.8]-svmem(total=16609853440, available=14073991168, percent=15.3, used=1983741952, free=12378238976, active=2391461888, inactive=1144127488, buffers=154775552, cached=2093096960, shared=260837376, slab=350060544)-
1574977879.4114711-[23.3, 20.7, 22.2, 96.0, 7.7, 7.7, 4.0, 4.0]-svmem(total=16609853440, available=14089715712, percent=15.2, used=1967751168, free=12393971712, active=2376355840, inactive=1144119296, buffers=154775552, cached=2093355008, shared=261103616, slab=350064640)-
1574977879.6621225-[17.9, 20.0, 4.0, 95.8, 24.1, 4.2, 7.7, 7.7]-svmem(total=16609853440, available=14081802240, percent=15.2, used=1975398400, free=12386058240, active=2383896576, inactive=1144111104, buffers=154775552, cached=2093621248, shared=261369856, slab=350064640)-
1574977879.9126263-[19.2, 17.2, 4.0, 12.0, 19.2, 4.0, 4.0, 72.0]-svmem(total=16609853440, available=14089199616, percent=15.2, used=1968001024, free=12393431040, active=2376548352, inactive=1144135680, buffers=154775552, cached=2093645824, shared=261369856, slab=350064640)-
1574977880.1634-[19.2, 8.0, 8.0, 8.0, 100.0, 16.7, 7.7, 12.5]-svmem(total=16609853440, available=14076993536, percent=15.2, used=1980207104, free=12381233152, active=2388557824, inactive=1144127488, buffers=154775552, cached=2093637632, shared=261369856, slab=350064640)-
1574977880.4143786-[14.3, 4.0, 42.3, 11.1, 56.0, 22.2, 4.2, 15.4]-svmem(total=16609853440, available=14067920896, percent=15.3, used=1989021696, free=12372168704, active=2397974528, inactive=1144328192, buffers=154775552, cached=2093887488, shared=261623808, slab=350064640)-
1574977880.6650035-[26.5, 0.0, 36.0, 66.7, 0.0, 28.0, 0.0, 4.0]-svmem(total=16609853440, available=14066143232, percent=15.3, used=1990721536, free=12370386944, active=2397556736, inactive=1144385536, buffers=154775552, cached=2093969408, shared=261705728, slab=350081024)-
1574977880.9156187-[62.1, 18.5, 16.7, 48.1, 0.0, 18.5, 0.0, 12.0]-svmem(total=16609853440, available=14088876032, percent=15.2, used=1967988736, free=12393119744, active=2376646656, inactive=1144385536, buffers=154775552, cached=2093969408, shared=261705728, slab=350089216)-
1574977881.166155-[24.0, 24.2, 23.1, 8.0, 76.0, 0.0, 4.0, 0.0]-svmem(total=16609853440, available=14099824640, percent=15.1, used=1957040128, free=12404068352, active=2365661184, inactive=1144385536, buffers=154775552, cached=2093969408, shared=261705728, slab=350089216)-
1574977881.4168928-[26.9, 7.7, 24.0, 0.0, 4.2, 76.9, 8.0, 8.0]-svmem(total=16609853440, available=14085656576, percent=15.2, used=1971474432, free=12389900288, active=2378088448, inactive=1144385536, buffers=154775552, cached=2093703168, shared=261439488, slab=350081024)-
1574977881.6676724-[51.9, 21.4, 8.0, 12.0, 0.0, 8.0, 60.0, 8.3]-svmem(total=16609853440, available=14080290816, percent=15.2, used=1976311808, free=12384530432, active=2384347136, inactive=1145073664, buffers=154775552, cached=2094235648, shared=261967872, slab=350081024)-
1574977881.918548-[20.7, 3.8, 12.0, 8.3, 22.2, 4.2, 20.0, 79.2]-svmem(total=16609853440, available=14080073728, percent=15.2, used=1976520704, free=12384313344, active=2382917632, inactive=1145073664, buffers=154783744, cached=2094235648, shared=261967872, slab=350072832)-
1574977882.1693888-[14.8, 18.5, 92.0, 11.5, 27.6, 25.0, 4.0, 7.7]-svmem(total=16609853440, available=14076710912, percent=15.3, used=1979891712, free=12380942336, active=2387525632, inactive=1145073664, buffers=154783744, cached=2094235648, shared=261967872, slab=350072832)-
1574977882.4201438-[22.6, 7.7, 100.0, 7.7, 16.0, 25.9, 0.0, 7.7]-svmem(total=16609853440, available=14087565312, percent=15.2, used=1968218112, free=12391796736, active=2377060352, inactive=1145810944, buffers=154783744, cached=2095054848, shared=262787072, slab=350068736)-
1574977882.6708705-[7.7, 7.7, 4.0, 3.8, 7.7, 16.0, 4.2, 92.0]-svmem(total=16609853440, available=14086791168, percent=15.2, used=1968992256, free=12391022592, active=2377691136, inactive=1145810944, buffers=154783744, cached=2095054848, shared=262787072, slab=350068736)-
1574977882.9215143-[7.7, 14.3, 0.0, 0.0, 12.0, 11.5, 53.8, 44.0]-svmem(total=16609853440, available=14078783488, percent=15.2, used=1976999936, free=12383014912, active=2385244160, inactive=1145810944, buffers=154783744, cached=2095054848, shared=262787072, slab=350072832)-
1574977883.1721468-[11.1, 4.0, 3.8, 0.0, 0.0, 79.2, 20.8, 16.7]-svmem(total=16609853440, available=14079311872, percent=15.2, used=1976471552, free=12383539200, active=2384707584, inactive=1145815040, buffers=154783744, cached=2095058944, shared=262787072, slab=350072832)-
1574977883.4226513-[28.1, 4.0, 4.0, 12.0, 16.0, 11.5, 84.6, 16.0]-svmem(total=16609853440, available=14084780032, percent=15.2, used=1972867072, free=12388999168, active=2381058048, inactive=1144225792, buffers=154783744, cached=2093203456, shared=260923392, slab=350072832)-
1574977883.6731918-[38.2, 12.5, 4.2, 96.3, 28.0, 16.0, 0.0, 0.0]-svmem(total=16609853440, available=14092169216, percent=15.2, used=1964347392, free=12396388352, active=2374467584, inactive=1145233408, buffers=154783744, cached=2094333952, shared=262053888, slab=350072832)-
1574977883.923987-[14.8, 32.1, 11.5, 73.1, 24.0, 26.9, 4.0, 11.1]-svmem(total=16609853440, available=14074433536, percent=15.3, used=1982083072, free=12378660864, active=2388619264, inactive=1145225216, buffers=154783744, cached=2094325760, shared=262053888, slab=350072832)-
1574977884.1744893-[25.0, 72.0, 22.2, 13.0, 23.1, 24.0, 15.4, 41.7]-svmem(total=16609853440, available=14070046720, percent=15.3, used=1986523136, free=12374274048, active=2394529792, inactive=1145114624, buffers=154783744, cached=2094272512, shared=262000640, slab=350068736)-
1574977884.4252737-[53.8, 25.8, 4.0, 14.8, 26.9, 7.7, 12.0, 45.8]-svmem(total=16609853440, available=14067695616, percent=15.3, used=1988874240, free=12371922944, active=2397777920, inactive=1145114624, buffers=154783744, cached=2094272512, shared=262000640, slab=350068736)-
1574977884.6762953-[63.3, 50.0, 0.0, 20.0, 4.0, 4.2, 23.1, 11.5]-svmem(total=16609853440, available=14090645504, percent=15.2, used=1965924352, free=12394872832, active=2375360512, inactive=1145114624, buffers=154783744, cached=2094272512, shared=262000640, slab=350068736)-
1574977884.926884-[7.4, 50.0, 20.7, 22.6, 12.5, 48.0, 20.0, 0.0]-svmem(total=16609853440, available=14081134592, percent=15.2, used=1975435264, free=12385353728, active=2384564224, inactive=1145122816, buffers=154783744, cached=2094280704, shared=262000640, slab=350060544)-
1574977885.1776414-[17.2, 3.8, 4.0, 80.8, 4.0, 20.0, 16.0, 4.2]-svmem(total=16609853440, available=14080176128, percent=15.2, used=1976393728, free=12384403456, active=2384855040, inactive=1145114624, buffers=154783744, cached=2094272512, shared=262000640, slab=350060544)-
1574977885.4281893-[14.8, 20.0, 73.1, 24.0, 25.9, 4.2, 20.0, 19.2]-svmem(total=16609853440, available=14083039232, percent=15.2, used=1973530624, free=12387258368, active=2381869056, inactive=1145122816, buffers=154783744, cached=2094280704, shared=262000640, slab=350060544)-
1574977885.6787524-[52.0, 4.0, 28.0, 18.5, 22.2, 4.0, 4.0, 37.5]-svmem(total=16609853440, available=14086381568, percent=15.2, used=1970188288, free=12390592512, active=2378121216, inactive=1145122816, buffers=154783744, cached=2094288896, shared=262000640, slab=350060544)-
1574977885.9294145-[14.8, 35.3, 96.0, 24.0, 8.3, 18.5, 16.0, 15.4]-svmem(total=16609853440, available=14087593984, percent=15.2, used=1968975872, free=12391804928, active=2376851456, inactive=1145122816, buffers=154783744, cached=2094288896, shared=262000640, slab=350060544)-
1574977886.1800275-[55.6, 20.0, 48.0, 10.7, 23.1, 4.0, 4.0, 16.0]-svmem(total=16609853440, available=14080221184, percent=15.2, used=1976348672, free=12384432128, active=2385641472, inactive=1145122816, buffers=154783744, cached=2094288896, shared=262000640, slab=350060544)-
1574977886.4306817-[44.0, 18.5, 4.2, 0.0, 65.4, 16.7, 4.2, 12.5]-svmem(total=16609853440, available=14070943744, percent=15.3, used=1985036288, free=12375158784, active=2393288704, inactive=1145622528, buffers=154783744, cached=2094874624, shared=262590464, slab=350056448)-
1574977886.6814153-[79.2, 25.0, 28.1, 11.5, 28.0, 11.1, 4.0, 4.0]-svmem(total=16609853440, available=14072332288, percent=15.3, used=1983451136, free=12376547328, active=2392027136, inactive=1145786368, buffers=154783744, cached=2095071232, shared=262787072, slab=350056448)-
1574977886.9320657-[27.6, 7.7, 21.4, 88.0, 20.0, 0.0, 4.0, 19.2]-svmem(total=16609853440, available=14064607232, percent=15.3, used=1991176192, free=12368822272, active=2398982144, inactive=1145786368, buffers=154787840, cached=2095067136, shared=262787072, slab=350056448)-
1574977887.1828349-[36.1, 4.0, 4.2, 12.0, 4.0, 92.0, 11.5, 29.2]-svmem(total=16609853440, available=14085287936, percent=15.2, used=1970421760, free=12389490688, active=2377609216, inactive=1145790464, buffers=154791936, cached=2095149056, shared=262860800, slab=350052352)-
